,cell_type,MYH7,MYH2,PAX7,PDGFRA,COL1A1,FABP4,CD68,PECAM1,TGFB1,IL6,TNF,MSTN,UTRN,TTN,ACTA1,GENE_0000,GENE_0001,GENE_0002,GENE_0003,GENE_0004,GENE_0005,GENE_0006,GENE_0007,GENE_0008,GENE_0009,GENE_0010,GENE_0011,GENE_0012,GENE_0013,GENE_0014,GENE_0015,GENE_0016,GENE_0017,GENE_0018,GENE_0019,GENE_0020,GENE_0021,GENE_0022,GENE_0023,GENE_0024,GENE_0025,GENE_0026,GENE_0027,GENE_0028,GENE_0029,GENE_0030,GENE_0031,GENE_0032,GENE_0033,GENE_0034,GENE_0035,GENE_0036,GENE_0037,GENE_0038,GENE_0039,GENE_0040,GENE_0041,GENE_0042,GENE_0043,GENE_0044,GENE_0045,GENE_0046,GENE_0047,GENE_0048,GENE_0049,GENE_0050,GENE_0051,GENE_0052,GENE_0053,GENE_0054,GENE_0055,GENE_0056,GENE_0057,GENE_0058,GENE_0059,GENE_0060,GENE_0061,GENE_0062,GENE_0063,GENE_0064,GENE_0065,GENE_0066,GENE_0067,GENE_0068,GENE_0069,GENE_0070,GENE_0071,GENE_0072,GENE_0073,GENE_0074,GENE_0075,GENE_0076,GENE_0077,GENE_0078,GENE_0079,GENE_0080,GENE_0081,GENE_0082,GENE_0083,GENE_0084
FAP__0033,FAP_fibrotic,1.0,3.0,1.0,46.0,38.0,1.0,2.0,0.0,54.0,3.0,0.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0,4.0,3.0,3.0,4.0,0.0,2.0,5.0,4.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0
FAP__0034,FAP_fibrotic,2.0,3.0,1.0,44.0,41.0,2.0,1.0,2.0,55.0,4.0,2.0,2.0,1.0,1.0,5.0,4.0,1.0,3.0,4.0,1.0,4.0,2.0,1.0,2.0,3.0,0.0,4.0,2.0,4.0,2.0,4.0,0.0,4.0,2.0,1.0,3.0,1.0,0.0,4.0,2.0,0.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,7.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,3.0,0.0,1.0,5.0,5.0
FAP__0035,FAP_fibrotic,0.0,3.0,2.0,49.0,43.0,2.0,2.0,1.0,44.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,3.0,0.0,5.0,4.0,2.0,1.0,6.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,2.0,5.0,2.0,2.0,0.0
FAP__0036,FAP_fibrotic,6.0,2.0,2.0,43.0,39.0,2.0,2.0,2.0,46.0,3.0,3.0,1.0,5.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,0.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,0.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,7.0,1.0,2.0,3.0,2.0,0.0,3.0,4.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0,1.0,4.0,2.0,2.0,3.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,4.0,1.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,0.0,4.0,5.0,1.0,1.0
FAP__0037,FAP_fibrotic,5.0,2.0,1.0,48.0,47.0,0.0,1.0,1.0,54.0,2.0,0.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,0.0,3.0,1.0,0.0,4.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,3.0,4.0,0.0,1.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,2.0,3.0,1.0,6.0,3.0,1.0,4.0,1.0,1.0,5.0,4.0,0.0,3.0,2.0,5.0,2.0,4.0,4.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,2.0,4.0,0.0,3.0,4.0,1.0,0.0,4.0,7.0,0.0
FAP__0038,FAP_fibrotic,3.0,0.0,4.0,39.0,50.0,2.0,3.0,4.0,38.0,4.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,0.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,3.0,3.0,1.0,2.0,0.0,5.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,4.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,3.0,1.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,0.0,1.0,1.0,5.0,2.0,3.0,5.0,4.0
FAP__0039,FAP_fibrotic,3.0,3.0,1.0,43.0,44.0,1.0,2.0,0.0,60.0,0.0,1.0,3.0,2.0,4.0,2.0,2.0,0.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,5.0,1.0,2.0,0.0,5.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,5.0,1.0,1.0,0.0,2.0,2.0,2.0,5.0,2.0,1.0,5.0,2.0,1.0,4.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,3.0,7.0,0.0,2.0,4.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0
FAP__0040,FAP_fibrotic,2.0,1.0,2.0,45.0,42.0,1.0,1.0,2.0,47.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,0.0,3.0,7.0,1.0,1.0,4.0,0.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,0.0,3.0,3.0,5.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,0.0,6.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0
FAP__0041,FAP_fibrotic,2.0,0.0,3.0,50.0,41.0,2.0,1.0,1.0,44.0,1.0,1.0,3.0,2.0,2.0,3.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,4.0,2.0,4.0,2.0,1.0,4.0,3.0,2.0,1.0,4.0,1.0,3.0,4.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,4.0,1.0,0.0,3.0,4.0,5.0,3.0,6.0,1.0,4.0,1.0,0.0,1.0,2.0,5.0,5.0,3.0,5.0,4.0,3.0
FAP__0042,FAP_fibrotic,1.0,1.0,3.0,45.0,52.0,1.0,3.0,0.0,43.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,3.0,0.0,2.0,2.0,3.0,2.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,5.0,2.0,4.0,0.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,4.0,5.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,2.0,3.0,1.0,3.0
FAP__0043,FAP_fibrotic,2.0,3.0,2.0,40.0,50.0,2.0,2.0,4.0,41.0,2.0,4.0,5.0,4.0,1.0,1.0,4.0,4.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,2.0,6.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,3.0,0.0,2.0,1.0,2.0,0.0,5.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0
FAP__0044,FAP_fibrotic,3.0,3.0,0.0,38.0,46.0,1.0,2.0,3.0,53.0,0.0,1.0,2.0,2.0,5.0,1.0,0.0,6.0,2.0,1.0,0.0,2.0,2.0,7.0,2.0,0.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,6.0,4.0,2.0,1.0,2.0,1.0,0.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,6.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,4.0,1.0,1.0,3.0
FAP__0045,FAP_fibrotic,2.0,3.0,5.0,49.0,40.0,5.0,0.0,2.0,38.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,0.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,4.0,0.0,0.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,6.0,3.0,4.0,3.0,3.0,0.0,0.0,5.0,2.0,3.0,2.0,1.0,4.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,0.0
FAP__0001,FAP_adipo,4.0,1.0,1.0,44.0,1.0,3.0,2.0,3.0,1.0,47.0,1.0,6.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,0.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,0.0,0.0,4.0,3.0,0.0,1.0,3.0,3.0,0.0,1.0,3.0,1.0,2.0,2.0,5.0,5.0,3.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,4.0
FAP__0002,FAP_adipo,6.0,2.0,0.0,38.0,4.0,2.0,3.0,2.0,3.0,47.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,0.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,6.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,5.0,0.0,2.0,5.0,1.0,1.0,5.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,3.0,7.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.0,0.0,5.0,2.0,2.0,3.0,2.0,0.0,4.0,1.0,2.0,2.0,4.0,5.0,1.0,2.0,1.0,2.0,1.0
FAP__0003,FAP_adipo,4.0,2.0,3.0,40.0,2.0,4.0,2.0,4.0,1.0,43.0,3.0,0.0,2.0,1.0,3.0,4.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,5.0,0.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,0.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,0.0,5.0,1.0,2.0,4.0,3.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,3.0
FAP__0004,FAP_adipo,1.0,2.0,4.0,36.0,1.0,1.0,4.0,2.0,1.0,46.0,0.0,4.0,2.0,3.0,1.0,2.0,3.0,0.0,4.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,4.0,4.0,0.0,0.0,3.0,0.0,1.0,4.0,3.0,5.0,0.0,0.0,2.0,4.0,1.0,0.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,4.0,3.0
FAP__0005,FAP_adipo,5.0,5.0,3.0,42.0,0.0,1.0,2.0,2.0,2.0,40.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,5.0,2.0,2.0,4.0,1.0,1.0,2.0,5.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,4.0,1.0,8.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,4.0,4.0,3.0,1.0,2.0,3.0,4.0
FAP__0006,FAP_adipo,0.0,1.0,3.0,46.0,0.0,2.0,1.0,4.0,3.0,41.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,4.0,2.0,1.0,3.0,4.0,3.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,0.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,6.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,0.0,2.0,4.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0
FAP__0007,FAP_adipo,3.0,1.0,1.0,47.0,3.0,0.0,3.0,4.0,0.0,41.0,3.0,3.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,0.0,0.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,0.0,1.0,0.0
FAP__0008,FAP_adipo,3.0,5.0,1.0,43.0,0.0,1.0,0.0,0.0,2.0,47.0,2.0,3.0,1.0,1.0,7.0,4.0,0.0,2.0,2.0,3.0,3.0,6.0,0.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,2.0,2.0,0.0,4.0,3.0,2.0,1.0,0.0,2.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,1.0,4.0,2.0,3.0,0.0,2.0,1.0,0.0,3.0,6.0,2.0,0.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,0.0,3.0,6.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,5.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,5.0,5.0,2.0,1.0,1.0,1.0
FAP__0009,FAP_adipo,1.0,2.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,42.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,6.0,6.0,1.0,4.0,1.0,2.0,0.0,4.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,4.0,3.0,4.0,0.0,3.0,1.0,0.0,3.0,3.0,2.0,4.0,2.0,2.0,7.0,4.0,2.0,1.0,6.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,0.0,3.0,3.0,3.0,2.0,2.0
FAP__0010,FAP_adipo,2.0,2.0,1.0,47.0,1.0,1.0,4.0,3.0,4.0,46.0,1.0,3.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,0.0,4.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,5.0,2.0,3.0,3.0,1.0,7.0,2.0,0.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,5.0,3.0,4.0,1.0,1.0,2.0,4.0,1.0,0.0,2.0,0.0,6.0
FAP__0011,FAP_adipo,1.0,2.0,3.0,38.0,2.0,3.0,5.0,1.0,6.0,43.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,1.0,4.0,2.0,7.0,2.0,1.0,0.0,1.0,6.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,6.0,6.0,4.0,2.0,4.0,3.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,0.0,2.0,2.0,1.0,2.0,6.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,4.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,3.0,2.0
FAP__0012,FAP_adipo,2.0,1.0,3.0,40.0,5.0,0.0,0.0,1.0,3.0,40.0,2.0,3.0,4.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,7.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,6.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,6.0,1.0,0.0,5.0,2.0,1.0,3.0,0.0,4.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,4.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,4.0,0.0,3.0,0.0,1.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,3.0,1.0,3.0,0.0,3.0,1.0
FAP__0013,FAP_adipo,1.0,4.0,2.0,40.0,6.0,4.0,2.0,3.0,3.0,42.0,2.0,0.0,1.0,3.0,1.0,2.0,4.0,2.0,4.0,0.0,2.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,0.0,3.0,4.0,2.0,2.0,4.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,4.0,4.0,2.0,1.0,5.0,3.0,3.0,4.0,0.0,1.0,2.0,4.0,2.0,3.0,2.0
FAP__0014,FAP_adipo,1.0,3.0,1.0,45.0,1.0,1.0,1.0,3.0,2.0,39.0,2.0,4.0,0.0,1.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,5.0,0.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,3.0,4.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,4.0,2.0,7.0,4.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,4.0,2.0
FAP__0015,FAP_adipo,1.0,2.0,2.0,34.0,1.0,2.0,1.0,4.0,2.0,43.0,4.0,2.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,2.0,3.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,3.0,5.0,3.0,1.0,2.0,0.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,5.0,2.0,3.0,0.0,1.0,2.0,2.0,4.0
FAP__0016,FAP_adipo,1.0,3.0,1.0,52.0,1.0,0.0,1.0,2.0,2.0,35.0,4.0,1.0,0.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,4.0,3.0,0.0,2.0,1.0,0.0,4.0,4.0,0.0,3.0,3.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,6.0,2.0,3.0,1.0,2.0,3.0,4.0,0.0,2.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,3.0,4.0,1.0,5.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0
FAP__0017,FAP_adipo,2.0,1.0,0.0,40.0,3.0,2.0,3.0,3.0,2.0,43.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,6.0,2.0,2.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,2.0,3.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,1.0,4.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,4.0,2.0,1.0,1.0,5.0,2.0,3.0,5.0,4.0
FAP__0018,FAP_adipo,2.0,2.0,7.0,42.0,0.0,3.0,0.0,1.0,5.0,56.0,3.0,2.0,3.0,1.0,1.0,2.0,5.0,4.0,3.0,4.0,4.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,1.0,0.0,3.0,5.0,2.0,3.0,2.0,1.0,4.0,4.0,1.0,5.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,5.0,3.0
FAP__0019,FAP_adipo,5.0,2.0,3.0,43.0,0.0,2.0,3.0,2.0,0.0,49.0,1.0,0.0,3.0,3.0,0.0,1.0,3.0,2.0,5.0,2.0,5.0,1.0,1.0,2.0,7.0,2.0,1.0,1.0,0.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,5.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,2.0,5.0,3.0,3.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,4.0,3.0,0.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0
